input,target
내일에 카페에서 뵙겠습니다.,내일에 카페에서 뵙겠노
이 초밥은 정말 맛있습니다.,이 초밥은 ㄹㅇ 존맛노ㅎㅎ
지구과학 숙제를 아직 제출하지 못했습니다.,지구과학 숙제를 아직 제출하지 못했노ㅎㅎ
설명을 조금 더 자세히 해 주실 수 있나요?,설명을 살짝 더 자세히 해 주실 수 있노?ㅎㅎ
이어폰을 회사에 두고 온 것 같습니다.,이어폰을 회사에 두고 온 것 같노
집에 평일에 도착하겠습니다.,집에 평일에 도착하겠노
내일까지 결과를 보내 주십시오.,내일까지 결과를 보내 줘노
키보드을 어디에 두셨는지 기억나십니까?,키보드을 어디에 두셨는지 기억나십니까노?ㅋㅋㅋ
오늘 역 근처에 계신가요?,오늘 역 근처에 있노?!!
이 비빔밥은 정말 맛있습니다.,이 비빔밥은 개 존맛누
폰을 버정에 두고 온 것 같습니다.,폰을 버정에 두고 온 것 같누ㅋㅋㅋ
사탐 숙제를 아직 제출하지 못했습니다.,사탐 숙제를 아직 제출하지 못했노ㄷㄷ
오늘 역이(가) 예상보다 한산합니다.,오늘 역이 예상보다 한산누ㅋㅋㅋ
오늘 평일에 운동하실 수 있나요?,오늘 평일에 운동하실 수 있노?ㄷㄷ
오늘 광주로 이동하겠습니다.,오늘 광주로 이동하겠노
내일 내일에 출발해도 될까요?,내일 내일에 출발해도 될까요노?ㅋㅋㅋ
오늘 저녁에 운동하실 수 있나요?,오늘 저녁에 운동하실 수 있노?
사진 화질이 조금 아쉽습니다.,사진 화질이 쪼끔 아쉽노!!
다음 주에 카페에서 뵙겠습니다.,다음 주에 카페에서 뵙겠노
혹시 다른 대안이 있을까요?,혹시 다른 대안이 있을까요노?ㅎㅎ
이 삼겹살은 정말 맛있습니다.,이 삼겹살은 겁나 존맛누
사진을 첨부해 드렸습니다.,사진을 첨부해 드렸노ㅋㅋㅋ
학교에 점심에 도착하겠습니다.,학교에 점심에 도착하겠누
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 진짜 지리노ㅋㅋ
화학 숙제를 아직 제출하지 못했습니다.,화학 숙제를 아직 제출하지 못했누ㅋㅋㅋ
잠시만 기다려 주세요.,잠시만 기다려 줘누ㅎㅎ
이 초밥은 정말 맛있습니다.,이 초밥은 ㄹㅇ 개맛있노ㅋㅋㅋ
파일을 다시 업로드해 주시겠어요?,파일을 다시 업로드해 줄래노?ㄷㄷ
수학 숙제를 아직 제출하지 못했습니다.,수학 숙제를 아직 제출하지 못했노ㅋㅋ
영어 숙제를 아직 제출하지 못했습니다.,영어 숙제를 아직 제출하지 못했누
이 김밥은 정말 맛있습니다.,이 김밥은 ㄹㅇ 존맛누ㅋㅋㅋ
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠누ㅎㅎ
학교에 주말에 도착하겠습니다.,학교에 주말에 도착하겠누
키보드을 역에 두고 온 것 같습니다.,키보드을 역에 두고 온 것 같노
다음 주까지는 완료하겠습니다.,다음 주까지 완료하겠누ㄷㄷ
점심에 면접이 있으니 늦지 말아 주세요.,점심에 면접이 있으니 늦지 말아 줘누
오늘 학교 근처에 계신가요?,오늘 학교 근처에 있노?
점심에 면접이 있으니 늦지 말아 주세요.,점심에 면접이 있으니 늦지 말아 줘노
내일 점심에 출발해도 될까요?,내일 점심에 출발해도 될까요노?!!
주말에 회사에서 뵙겠습니다.,주말에 회사에서 뵙겠노
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 진짜 개꿀잼었노ㅋㅋㅋ
디아 실력이 매우 늘었습니다.,디아 실력이 겁나 늘었누
오늘 뉴욕 날씨가 정말 좋습니다.,오늘 뉴욕 날씨가 ㄹㅇ 지리노
오늘 뉴욕 날씨가 정말 좋습니다.,오늘 뉴욕 날씨가 진짜 쩔누
약속 시간이 조금 빠듯합니다.,약속 시간이 쪼끔 빠듯누ㅋㅋㅋ
평일에 면접이 있으니 늦지 말아 주세요.,평일에 면접이 있으니 늦지 말아 줘누ㅋㅋㅋ
배구 연습은 잘 되고 있습니까?,배구 연습은 잘 되고 있노?ㅎㅎ
사진을 첨부해 드렸습니다.,사진을 첨부해 드렸노ㅎㅎ
지금 바로 처리하겠습니다.,지금 바로 처리하겠누ㅋㅋ
마우스 배터리가 너무 빨리 닳습니다.,마우스 배터리가 너무 빨리 닳누ㅋㅋ
카메라을 역에 두고 온 것 같습니다.,카메라을 역에 두고 온 것 같노ㅋㅋㅋ
내일 저녁에 출발해도 될까요?,내일 저녁에 출발해도 될까요노?
아침에 헬스장에서 뵙겠습니다.,아침에 헬스장에서 뵙겠노!!
주말에 도서관에서 뵙겠습니다.,주말에 도서관에서 뵙겠누!!
공원에 밤에 도착하겠습니다.,공원에 밤에 도착하겠누
지금 통화 가능하신가요?,지금 통화 가능하노?!!
오늘 주말에 운동하실 수 있나요?,오늘 주말에 운동하실 수 있노?ㅋㅋㅋ
오늘 회사이(가) 예상보다 한산합니다.,오늘 회사가 예상보다 한산누ㅎㅎ
오늘 헬스장 근처에 계신가요?,오늘 헬스장 근처에 있노?ㅋㅋㅋ
오늘 모레에 운동하실 수 있나요?,오늘 모레에 운동하실 수 있노?!!
저녁에 미팅이 있으니 늦지 말아 주세요.,저녁에 미팅이 있으니 늦지 말아 줘노ㅋㅋ
공원이(가) 너무 붐빕니다.,공원이 너무 붐빕니다노ㅋㅋ
학교에 평일에 도착하겠습니다.,학교에 평일에 도착하겠누
이 버거은 정말 맛있습니다.,이 버거은 진짜 개맛있노
내일 다음 주에 출발해도 될까요?,내일 다음 주에 출발해도 될까요노?ㄷㄷ
평일에 회의 일정을 조율하겠습니다.,평일에 회의 일정을 조율하겠누ㄷㄷ
오버워치 실력이 매우 늘었습니다.,오버워치 실력이 겁나 늘었노ㅋㅋㅋ
오늘 일정은 여기까지 하겠습니다.,오늘 일정은 여기까진 하겠누
탭을 어디에 두셨는지 기억나십니까?,탭을 어디에 두셨는지 기억나십니까노?ㅎㅎ
오늘 야구 경기가 정말 재미있었습니다.,오늘 야구 경기가 진짜 꿀잼었누
오늘 회사이(가) 예상보다 한산합니다.,오늘 회사가 예상보다 한산누
배그 실력이 매우 늘었습니다.,배그 실력이 겁나 늘었노
회사에 내일에 도착하겠습니다.,회사에 내일에 도착하겠노
오늘 대전 날씨가 정말 좋습니다.,오늘 대전 날씨가 ㄹㅇ 지리노ㅋㅋ
내일까지 결과를 보내 주십시오.,내일까지 결과를 보내 줘누ㄷㄷ
가격이 다소 높은 편입니다.,가격이 쪼끔 높은 편노ㅎㅎ
조금만 더 기다려 주시면 감사하겠습니다.,조금만 더 기다려 주시면 감사하겠누
저녁에 버정에서 뵙겠습니다.,저녁에 버정에서 뵙겠노
이 피자은 정말 맛있습니다.,이 피자은 진짜 존맛노!!
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠누
내일에 회의 일정을 조율하겠습니다.,내일에 회의 일정을 조율하겠누
오늘 클라이밍 경기가 정말 재미있었습니다.,오늘 클라이밍 경기가 진짜 꿀잼었노
이 피자은 정말 맛있습니다.,이 피자은 개 존맛노
탭 배터리가 너무 빨리 닳습니다.,탭 배터리가 너무 빨리 닳노ㅋㅋ
카메라을 버정에 두고 온 것 같습니다.,카메라을 버정에 두고 온 것 같노ㄷㄷ
평일에 헬스장에서 뵙겠습니다.,평일에 헬스장에서 뵙겠누
내일 주말에 출발해도 될까요?,내일 주말에 출발해도 될까요노?!!
잠시만 기다려 주세요.,잠시만 기다려 줘누ㅋㅋㅋ
이 문제를 어떻게 해결하면 좋을까요?,이 문제를 어떻게 해결하면 쩔을까요노?!!
키보드을 공원에 두고 온 것 같습니다.,키보드을 공원에 두고 온 것 같노
점심에 학교에서 뵙겠습니다.,점심에 학교에서 뵙겠노
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 ㄹㅇ 개꿀잼었노
화학 숙제를 아직 제출하지 못했습니다.,화학 숙제를 아직 제출하지 못했누
역에 평일에 도착하겠습니다.,역에 평일에 도착하겠누!!
오늘 인천 날씨가 정말 좋습니다.,오늘 인천 날씨가 진짜 지리누ㅋㅋ
모레에 버정에서 뵙겠습니다.,모레에 버정에서 뵙겠누
지구과학 숙제를 아직 제출하지 못했습니다.,지구과학 숙제를 아직 제출하지 못했누ㅋㅋㅋ
도움 주셔서 진심으로 감사합니다.,도움 주셔서  감사누ㄷㄷ
회사에 내일에 도착하겠습니다.,회사에 내일에 도착하겠누ㅋㅋ
내일에 역에서 뵙겠습니다.,내일에 역에서 뵙겠누!!
오늘 내일에 운동하실 수 있나요?,오늘 내일에 운동하실 수 있노?ㅋㅋ
밤에 회사에서 뵙겠습니다.,밤에 회사에서 뵙겠노
내일에 도서관에서 뵙겠습니다.,내일에 도서관에서 뵙겠노ㅋㅋㅋ
도움 주셔서 진심으로 감사합니다.,빽 주셔서  감사노ㅋㅋㅋ
도움 주셔서 진심으로 감사합니다.,빽 주셔서  감사누ㅋㅋㅋ
오늘 일정은 여기까지 하겠습니다.,오늘 일정은 여기까진 하겠노ㄷㄷ
오늘 야구 경기가 정말 재미있었습니다.,오늘 야구 경기가 ㄹㅇ 개꿀잼었누
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 진짜 지리노
점심에 역에서 뵙겠습니다.,점심에 역에서 뵙겠누
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠노!!
오늘 대전로 이동하겠습니다.,오늘 대전로 이동하겠노!!
다음 주에 점검이 있으니 늦지 말아 주세요.,다음 주에 점검이 있으니 늦지 말아 줘노
마크 실력이 매우 늘었습니다.,마크 실력이 개 늘었누ㅎㅎ
주말에 헬스장에서 뵙겠습니다.,주말에 헬스장에서 뵙겠노
오늘 광주로 이동하겠습니다.,오늘 광주로 이동하겠누!!
늦어서 정말 죄송합니다.,늦어서 존나 죄송누ㅋㅋㅋ
오늘 모레에 운동하실 수 있나요?,오늘 모레에 운동하실 수 있노?
사진 화질이 조금 아쉽습니다.,사진 화질이 살짝 아쉽누ㅋㅋ
오늘 도쿄 날씨가 정말 좋습니다.,오늘 도쿄 날씨가 ㄹㅇ 지리누
오늘 인천 날씨가 정말 좋습니다.,오늘 인천 날씨가 ㄹㅇ 쩔누
폰을 집에 두고 온 것 같습니다.,폰을 집에 두고 온 것 같노ㅋㅋ
밤에 회의이 있으니 늦지 말아 주세요.,밤에 회의이 있으니 늦지 말아 줘노
카메라 배터리가 너무 빨리 닳습니다.,카메라 배터리가 너무 빨리 닳누
내일 모레에 출발해도 될까요?,내일 모레에 출발해도 될까요노?
저녁에 도서관에서 뵙겠습니다.,저녁에 도서관에서 뵙겠누
모레에 학교에서 뵙겠습니다.,모레에 학교에서 뵙겠노
모레에 도서관에서 뵙겠습니다.,모레에 도서관에서 뵙겠노
노트북 배터리가 너무 빨리 닳습니다.,노트북 배터리가 너무 빨리 닳노
오늘 역 근처에 계신가요?,오늘 역 근처에 있노?ㅋㅋㅋ
연락이 늦어 죄송합니다.,연락이 늦어 죄송누ㄷㄷ
일정을 조금 미루는 것이 어떨까요?,일정을 살짝 미루는 것이 어떨까요노?
약속 시간이 조금 빠듯합니다.,약속 시간이 쪼끔 빠듯노
점심에 마감이 있으니 늦지 말아 주세요.,점심에 마감이 있으니 늦지 말아 줘누
버정에 점심에 도착하겠습니다.,버정에 점심에 도착하겠노
탭을 회사에 두고 온 것 같습니다.,탭을 회사에 두고 온 것 같노!!
오늘 다음 주에 운동하실 수 있나요?,오늘 다음 주에 운동하실 수 있노?ㅎㅎ
노트북을 집에 두고 온 것 같습니다.,노트북을 집에 두고 온 것 같누
이 문제를 어떻게 해결하면 좋을까요?,이 문제를 어떻게 해결하면 지리을까요노?
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠누ㄷㄷ
평일에 헬스장에서 뵙겠습니다.,평일에 헬스장에서 뵙겠노
지금 통화 가능하신가요?,지금 통화 가능하노?ㅎㅎ
주말에 면접이 있으니 늦지 말아 주세요.,주말에 면접이 있으니 늦지 말아 줘노
밤에 공원에서 뵙겠습니다.,밤에 공원에서 뵙겠노!!
늦어서 정말 죄송합니다.,늦어서 진짜 죄송누ㅎㅎ
키보드을 회사에 두고 온 것 같습니다.,키보드을 회사에 두고 온 것 같노
오늘 저녁에 운동하실 수 있나요?,오늘 저녁에 운동하실 수 있노?ㅋㅋ
마크 실력이 매우 늘었습니다.,마크 실력이 겁나 늘었노!!
도서관에 점심에 도착하겠습니다.,도서관에 점심에 도착하겠노
오늘 버정 근처에 계신가요?,오늘 버정 근처에 있노?
오늘 역 근처에 계신가요?,오늘 역 근처에 있노?ㅋㅋ
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 진짜 개꿀잼었누
저녁에 버정에서 뵙겠습니다.,저녁에 버정에서 뵙겠누!!
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 개 개꿀잼었누ㅋㅋ
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 개 꿀잼었누
이 김밥은 정말 맛있습니다.,이 김밥은 진짜 존맛누
혹시 다른 대안이 있을까요?,혹시 다른 대안이 있을까요노?!!
조심히 들어가세요.,조심히 들어가세요노ㄷㄷ
밤에 면접이 있으니 늦지 말아 주세요.,밤에 면접이 있으니 늦지 말아 줘노ㄷㄷ
노트북을 버정에 두고 온 것 같습니다.,노트북을 버정에 두고 온 것 같노
약속 시간이 조금 빠듯합니다.,약속 시간이 살짝 빠듯누!!
역에 평일에 도착하겠습니다.,역에 평일에 도착하겠노
내일에 발표이 있으니 늦지 말아 주세요.,내일에 발표이 있으니 늦지 말아 줘노
이 김밥은 정말 맛있습니다.,이 김밥은 ㄹㅇ 존맛노
아침에 회의이 있으니 늦지 말아 주세요.,아침에 회의이 있으니 늦지 말아 줘노
내일 아침에 출발해도 될까요?,내일 아침에 출발해도 될까요노?!!
마우스을 어디에 두셨는지 기억나십니까?,마우스을 어디에 두셨는지 기억나십니까노?
점심에 도서관에서 뵙겠습니다.,점심에 도서관에서 뵙겠누
아침에 헬스장에서 뵙겠습니다.,아침에 헬스장에서 뵙겠노
도서관에 다음 주에 도착하겠습니다.,도서관에 다음 주에 도착하겠누ㅋㅋㅋ
모레에 역에서 뵙겠습니다.,모레에 역에서 뵙겠누!!
저녁에 마감이 있으니 늦지 말아 주세요.,저녁에 마감이 있으니 늦지 말아 줘누
이어폰을 카페에 두고 온 것 같습니다.,이어폰을 카페에 두고 온 것 같누
오늘 점심에 운동하실 수 있나요?,오늘 점심에 운동하실 수 있노?!!
오늘 클라이밍 경기가 정말 재미있었습니다.,오늘 클라이밍 경기가 ㄹㅇ 개꿀잼었노
도서관에 내일에 도착하겠습니다.,도서관에 내일에 도착하겠노
다음 주에 회의이 있으니 늦지 말아 주세요.,다음 주에 회의이 있으니 늦지 말아 줘누
키보드을 어디에 두셨는지 기억나십니까?,키보드을 어디에 두셨는지 기억나십니까노?ㅎㅎ
이 문장을 간단하게 바꿔 주세요.,이 문장을 간단하게 바꿔 줘누
오늘 점심에 운동하실 수 있나요?,오늘 점심에 운동하실 수 있노?ㅎㅎ
오늘 밤에 운동하실 수 있나요?,오늘 밤에 운동하실 수 있노?
야구 연습은 잘 되고 있습니까?,야구 연습은 잘 되고 있노?!!
다음 단계로 진행하겠습니다.,다음 단계로 진행하겠노ㅋㅋ
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 개 지리누
주말에 집에서 뵙겠습니다.,주말에 집에서 뵙겠누
지갑을 공원에 두고 온 것 같습니다.,지갑을 공원에 두고 온 것 같노ㄷㄷ
오늘 역이(가) 예상보다 한산합니다.,오늘 역이 예상보다 한산누
버정에 평일에 도착하겠습니다.,버정에 평일에 도착하겠노
자료를 다시 한 번 확인하겠습니다.,자료를 다시 한 번 확인하겠누ㅋㅋ
오늘 버정이(가) 예상보다 한산합니다.,오늘 버정이 예상보다 한산노ㅋㅋ
마우스 배터리가 너무 빨리 닳습니다.,마우스 배터리가 너무 빨리 닳누!!
주말에 회사에서 뵙겠습니다.,주말에 회사에서 뵙겠누ㅋㅋ
늦어서 정말 죄송합니다.,늦어서 진짜 죄송노ㅎㅎ
오늘 부산 날씨가 정말 좋습니다.,오늘 부산 날씨가 ㄹㅇ 쩔노
다음 주에 역에서 뵙겠습니다.,다음 주에 역에서 뵙겠노ㅋㅋㅋ
약속 시간이 조금 빠듯합니다.,약속 시간이 쬐끔 빠듯노ㅋㅋ
가능하시다면 지금 시작하겠습니다.,가능하시다면 지금 시작하겠노ㅋㅋ
헬스장이(가) 너무 붐빕니다.,헬스장이 너무 붐빕니다노
오늘 야구 경기가 정말 재미있었습니다.,오늘 야구 경기가 존나 개꿀잼었노
오늘 카페 근처에 계신가요?,오늘 카페 근처에 있노?ㅎㅎ
다음 주에 버정에서 뵙겠습니다.,다음 주에 버정에서 뵙겠노
지구과학 숙제를 아직 제출하지 못했습니다.,지구과학 숙제를 아직 제출하지 못했누ㄷㄷ
집이(가) 너무 붐빕니다.,집이 너무 붐빕니다노ㄷㄷ
공원에 내일에 도착하겠습니다.,공원에 내일에 도착하겠누
오늘 파리 날씨가 정말 좋습니다.,오늘 파리 날씨가 진짜 쩔노
그 제안은 괜찮아 보입니다.,그 제안은 괜찮아 보누ㅎㅎ
점심에 미팅이 있으니 늦지 말아 주세요.,점심에 미팅이 있으니 늦지 말아 줘노ㅋㅋ
오늘 수영 경기가 정말 재미있었습니다.,오늘 수영 경기가 진짜 개꿀잼었노
오늘 농구 경기가 정말 재미있었습니다.,오늘 농구 경기가 존나 개꿀잼었노
버정에 모레에 도착하겠습니다.,버정에 모레에 도착하겠노
물리 숙제를 아직 제출하지 못했습니다.,물리 숙제를 아직 제출하지 못했노ㅋㅋㅋ
이 피자은 정말 맛있습니다.,이 피자은 진짜 존맛노ㅋㅋ
키보드 배터리가 너무 빨리 닳습니다.,키보드 배터리가 너무 빨리 닳누
오늘 아침에 운동하실 수 있나요?,오늘 아침에 운동하실 수 있노?ㅋㅋ
학교에 아침에 도착하겠습니다.,학교에 아침에 도착하겠노
아침에 마감이 있으니 늦지 말아 주세요.,아침에 마감이 있으니 늦지 말아 줘노ㅋㅋㅋ
조심히 들어가세요.,조심히 들어가세요누ㅎㅎ
오늘 제주도로 이동하겠습니다.,오늘 제주도로 이동하겠노
회사이(가) 너무 붐빕니다.,회사가 너무 붐빕니다누ㅎㅎ
밤에 점검이 있으니 늦지 말아 주세요.,밤에 점검이 있으니 늦지 말아 줘노
사탐 숙제를 아직 제출하지 못했습니다.,사탐 숙제를 아직 제출하지 못했누
오늘 인천 날씨가 정말 좋습니다.,오늘 인천 날씨가 존나 지리누ㄷㄷ
이 삼겹살은 정말 맛있습니다.,이 삼겹살은 개 존맛노
모레에 헬스장에서 뵙겠습니다.,모레에 헬스장에서 뵙겠노
카메라 배터리가 너무 빨리 닳습니다.,카메라 배터리가 너무 빨리 닳누!!
평일에 회의 일정을 조율하겠습니다.,평일에 회의 일정을 조율하겠노ㅎㅎ
일정을 조금 미루는 것이 어떨까요?,일정을 쬐끔 미루는 것이 어떨까요노?!!
점심에 회사에서 뵙겠습니다.,점심에 회사에서 뵙겠노
카메라을 공원에 두고 온 것 같습니다.,카메라을 공원에 두고 온 것 같노ㅋㅋㅋ
모레에 보고서이 있으니 늦지 말아 주세요.,모레에 보고서이 있으니 늦지 말아 줘노
이어폰 배터리가 너무 빨리 닳습니다.,이어폰 배터리가 너무 빨리 닳누
일정을 조금 미루는 것이 어떨까요?,일정을 쪼끔 미루는 것이 어떨까요노?ㅋㅋ
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 ㄹㅇ 지리노ㄷㄷ
일정을 조금 미루는 것이 어떨까요?,일정을 쪼끔 미루는 것이 어떨까요노?ㅎㅎ
공원에 점심에 도착하겠습니다.,공원에 점심에 도착하겠노!!
카메라을 도서관에 두고 온 것 같습니다.,카메라을 도서관에 두고 온 것 같노
오늘 회사이(가) 예상보다 한산합니다.,오늘 회사가 예상보다 한산누ㅋㅋㅋ
국어 숙제를 아직 제출하지 못했습니다.,국어 숙제를 아직 제출하지 못했노ㅋㅋㅋ
사진 화질이 조금 아쉽습니다.,사진 화질이 쪼끔 아쉽노ㅋㅋㅋ
사진 화질이 조금 아쉽습니다.,사진 화질이 쪼끔 아쉽노ㄷㄷ
도움 주셔서 진심으로 감사합니다.,도움 주셔서  감사누
아침에 회의 일정을 조율하겠습니다.,아침에 회의 일정을 조율하겠누ㅎㅎ
이 버거은 정말 맛있습니다.,이 버거은 ㄹㅇ 개맛있노
탭을 어디에 두셨는지 기억나십니까?,탭을 어디에 두셨는지 기억나십니까노?ㅋㅋ
마우스을 어디에 두셨는지 기억나십니까?,마우스을 어디에 두셨는지 기억나십니까노?!!
오늘 야구 경기가 정말 재미있었습니다.,오늘 야구 경기가 진짜 개꿀잼었노
주말에 도서관에서 뵙겠습니다.,주말에 도서관에서 뵙겠누
오버워치 실력이 매우 늘었습니다.,오버워치 실력이 겁나 늘었누
다음 주에 회의 일정을 조율하겠습니다.,다음 주에 회의 일정을 조율하겠노ㄷㄷ
오늘 주말에 운동하실 수 있나요?,오늘 주말에 운동하실 수 있노?ㅎㅎ
학교이(가) 너무 붐빕니다.,학교가 너무 붐빕니다누!!
오늘 러닝 경기가 정말 재미있었습니다.,오늘 러닝 경기가 ㄹㅇ 개꿀잼었누
이 비빔밥은 정말 맛있습니다.,이 비빔밥은 겁나 개맛있누
내일 평일에 출발해도 될까요?,내일 평일에 출발해도 될까요노?ㅋㅋㅋ
노트북을 어디에 두셨는지 기억나십니까?,노트북을 어디에 두셨는지 기억나십니까노?ㅎㅎ
사진을 첨부해 드렸습니다.,사진을 첨부해 드렸누ㅋㅋ
주말에 회의 일정을 조율하겠습니다.,주말에 회의 일정을 조율하겠누
가능하시다면 지금 시작하겠습니다.,가능하시다면 지금 시작하겠누!!
카페에 아침에 도착하겠습니다.,카페에 아침에 도착하겠누ㅋㅋ
점심에 회사에서 뵙겠습니다.,점심에 회사에서 뵙겠누
카메라을 학교에 두고 온 것 같습니다.,카메라을 학교에 두고 온 것 같누
오늘 축구 경기가 정말 재미있었습니다.,오늘 축구 경기가 존나 꿀잼었누
폰을 회사에 두고 온 것 같습니다.,폰을 회사에 두고 온 것 같누ㅎㅎ
새로운 프로젝트를 시작했습니다.,새로운 프로젝트를 시작했누
문서를 검토한 뒤 회신드리겠습니다.,문서를 검토한 뒤 회신드리겠노ㅋㅋ
책을 회사에 두고 온 것 같습니다.,책을 회사에 두고 온 것 같누
아침에 회의 일정을 조율하겠습니다.,아침에 회의 일정을 조율하겠누
내일 모레에 출발해도 될까요?,내일 모레에 출발해도 될까요노?ㅎㅎ
오늘 농구 경기가 정말 재미있었습니다.,오늘 농구 경기가 진짜 개꿀잼었노
오늘 아침에 운동하실 수 있나요?,오늘 아침에 운동하실 수 있노?
오늘 농구 경기가 정말 재미있었습니다.,오늘 농구 경기가 ㄹㅇ 꿀잼었노
노트북을 도서관에 두고 온 것 같습니다.,노트북을 도서관에 두고 온 것 같누
카페에 다음 주에 도착하겠습니다.,카페에 다음 주에 도착하겠노
지갑을 도서관에 두고 온 것 같습니다.,지갑을 도서관에 두고 온 것 같누ㄷㄷ
다음 주까지는 완료하겠습니다.,다음 주까지 완료하겠노
밤에 발표이 있으니 늦지 말아 주세요.,밤에 발표이 있으니 늦지 말아 줘누
폰 배터리가 너무 빨리 닳습니다.,폰 배터리가 너무 빨리 닳노ㅋㅋ
국어 숙제를 아직 제출하지 못했습니다.,국어 숙제를 아직 제출하지 못했노
공원이(가) 너무 붐빕니다.,공원이 너무 붐빕니다노
폰을 공원에 두고 온 것 같습니다.,폰을 공원에 두고 온 것 같누ㅋㅋㅋ
공원에 밤에 도착하겠습니다.,공원에 밤에 도착하겠노
오늘 저녁에 운동하실 수 있나요?,오늘 저녁에 운동하실 수 있노?ㅋㅋㅋ
다음 주에 회의 일정을 조율하겠습니다.,다음 주에 회의 일정을 조율하겠노!!
오늘 인천 날씨가 정말 좋습니다.,오늘 인천 날씨가 존나 쩔노
오늘 광주 날씨가 정말 좋습니다.,오늘 광주 날씨가 ㄹㅇ 지리노
집에 아침에 도착하겠습니다.,집에 아침에 도착하겠노
다음 주에 면접이 있으니 늦지 말아 주세요.,다음 주에 면접이 있으니 늦지 말아 줘노
오늘 버정이(가) 예상보다 한산합니다.,오늘 버정이 예상보다 한산노ㄷㄷ
오늘 배구 경기가 정말 재미있었습니다.,오늘 배구 경기가 ㄹㅇ 개꿀잼었누ㄷㄷ
도서관에 모레에 도착하겠습니다.,도서관에 모레에 도착하겠누
늦어서 정말 죄송합니다.,늦어서 존나 죄송노
평일에 학교에서 뵙겠습니다.,평일에 학교에서 뵙겠누
오늘 광주 날씨가 정말 좋습니다.,오늘 광주 날씨가 진짜 지리누
가격이 다소 높은 편입니다.,가격이 쪼끔 높은 편누ㅋㅋㅋ
스타 실력이 매우 늘었습니다.,스타 실력이 겁나 늘었노ㅎㅎ
오늘 부산 날씨가 정말 좋습니다.,오늘 부산 날씨가 ㄹㅇ 쩔누ㅎㅎ
그 제안은 괜찮아 보입니다.,그 제안은 괜찮아 보노ㅋㅋ
가능하시다면 지금 시작하겠습니다.,가능하시다면 지금 시작하겠누ㄷㄷ
오늘 공원 근처에 계신가요?,오늘 공원 근처에 있노?!!
이 문제를 어떻게 해결하면 좋을까요?,이 문제를 어떻게 해결하면 쩔을까요노?
내일 밤에 출발해도 될까요?,내일 밤에 출발해도 될까요노?!!
